tweet_id,text,url,date,author,retweet_count,reply_count,likes_count,quote_count,mentions,hashtags,media
1434903323669250059,RT @larajehanli: We’re delighted to be able to share these amazing resources collated by @anatomy4frcr. Please spread the word to anyone si…,https://twitter.com/1707688116/status/1434903323669250059,2021-09-06T15:36:26.000Z,1707688116,6,0,0,0,"@larajehanli, @anatomy4frcr",,
1434807826694561797,"We are happy to announce @agfahealthcare as a Silver Partner for ARM 2021.
.
Meet them at ARM from 10 – 12 October 2021, Dubai. Register Now!
https://t.co/K4JsVJrdSl 
.
#Radiology #Imaging #Diagnostic #Exhibition #Workshop #Radiologybusinesshub #Healthcare #Business #B2B #uae https://t.co/8zl9S3xxaA",https://twitter.com/762961829748477952/status/1434807826694561797,2021-09-06T09:16:57.000Z,762961829748477952,0,0,0,0,@agfahealthcare,"#Radiology, #Imaging, #Diagnostic, #Exhibition, #Workshop, #Radiologybusinesshub, #Healthcare, #Business, #B2B, #uae",https://pbs.twimg.com/media/E-l2F4pWQAEGQKc.jpg
1434807511127896064,RT @larajehanli: We’re delighted to be able to share these amazing resources collated by @anatomy4frcr. Please spread the word to anyone si…,https://twitter.com/967770130993295360/status/1434807511127896064,2021-09-06T09:15:42.000Z,967770130993295360,6,0,0,0,"@larajehanli, @anatomy4frcr",,
1434807476164104192,RT @MedImagingCon: There's more and more pressure on radiology departments all the time. @EverlightRad helps to make life easier for these…,https://twitter.com/1280543450/status/1434807476164104192,2021-09-06T09:15:34.000Z,1280543450,1,0,0,0,"@MedImagingCon, @EverlightRad",,
1434807437723308035,RT @radRounds: What is the most likely cause of this appearance on #CT?  Answer = https://t.co/rMrkoF7AlV #radiology https://t.co/lEMUiMQ4Jx,https://twitter.com/1064235018288070656/status/1434807437723308035,2021-09-06T09:15:25.000Z,1064235018288070656,2,0,0,0,@radRounds,"#CT, #radiology",https://pbs.twimg.com/media/E-UpHDEWUAQe-Od.png
1434806942631870467,"RT @RadiologySigns: Q: Classic appearances of what condition?
ANSWER: https://t.co/tfYe2oIXlo
#FOAMrad #FOAMed https://t.co/WJYekP97on",https://twitter.com/2889956716/status/1434806942631870467,2021-09-06T09:13:27.000Z,2889956716,22,0,0,0,@RadiologySigns,"#FOAMrad, #FOAMed",https://pbs.twimg.com/media/E9dOJ2iVEAAIKMc.jpg
1434806682845073409,RT @Radiology_AI: A symmetry-aware #UNet performed better for segmentation of stimulated lesions on non-contrast CT https://t.co/SnAKudYUNL…,https://twitter.com/22390561/status/1434806682845073409,2021-09-06T09:12:25.000Z,22390561,3,0,0,0,@Radiology_AI,#UNet,
1434805958736289793,We’re delighted to be able to share these amazing resources collated by @anatomy4frcr. Please spread the word to anyone sitting the Part 1 exam! You can follow us on Instagram or Twitter and learn while you scroll/procrastinate! 😂  #FOAMed #Meded #radiology #radreg #frcr https://t.co/3QaY1f0WMe,https://twitter.com/737489425/status/1434805958736289793,2021-09-06T09:09:32.000Z,737489425,6,0,13,0,@anatomy4frcr,"#FOAMed, #Meded, #radiology, #radreg, #frcr",
1434805671049023496,RT @Radiology_AI: A symmetry-aware #UNet performed better for segmentation of stimulated lesions on non-contrast CT https://t.co/SnAKudYUNL…,https://twitter.com/2802698166/status/1434805671049023496,2021-09-06T09:08:24.000Z,2802698166,3,0,0,0,@Radiology_AI,#UNet,
1434716475210838017,RT @LilyBelfi: We have done it! 100 peer-reviewed radiology teaching modules published on our https://t.co/lmG7SkmyIL website! Huge congrat…,https://twitter.com/866060713214836736/status/1434716475210838017,2021-09-06T03:13:58.000Z,866060713214836736,35,0,0,0,@LilyBelfi,,
1434630793662382084,"""It'll take your mind off those severe burns""
#justlittleadults
#pedsissoeasy
#pedsrad
#whatyoudontknow https://t.co/Y8SPh7lZec",https://twitter.com/258622549/status/1434630793662382084,2021-09-05T21:33:30.000Z,258622549,0,0,1,0,,"#justlittleadults, #pedsissoeasy, #pedsrad, #whatyoudontknow",
1434627864155074565,RT @Radiology_AI: An algorithm was developed to detect abnormalities on brain #MRI https://t.co/a8iLX8tXe5 @BernardoBizzo @leonardovedolin…,https://twitter.com/424613365/status/1434627864155074565,2021-09-05T21:21:51.000Z,424613365,1,0,0,0,"@Radiology_AI, @BernardoBizzo, @leonardovedolin",#MRI,
1434627694562525190,"RT @EssentialsMri: 2 days after patellar dislocation. The osteochondral defect can be easily missed (especially in T2), as it is filled by…",https://twitter.com/424613365/status/1434627694562525190,2021-09-05T21:21:11.000Z,424613365,10,0,0,0,@EssentialsMri,,
1434627218924347392,RT @HWC_NL: Are radiation-induced cavernomas clinically relevant findings? Results from long-term follow-up with brain magnetic resonance i…,https://twitter.com/884213082456772608/status/1434627218924347392,2021-09-05T21:19:17.000Z,884213082456772608,4,0,0,0,@HWC_NL,,
1434625840629927951,"Are radiation-induced cavernomas clinically relevant findings? Results from long-term follow-up with brain magnetic resonance imaging of childhood cancer survivors

https://t.co/itkB2aCjuq

#BrainTumor #ALL #RIC #hemorrhage #RadOnc #NeuroOnc #NeuroRad #ChildhoodCancerSurvivors https://t.co/0gmK5I96N0",https://twitter.com/4634227899/status/1434625840629927951,2021-09-05T21:13:49.000Z,4634227899,4,0,6,0,,"#BrainTumor, #ALL, #RIC, #hemorrhage, #RadOnc, #NeuroOnc, #NeuroRad, #ChildhoodCancerSurvivors",https://pbs.twimg.com/media/E-jQl04XoAIVCiS.jpg
1434623442049974276,"RT @PeteFiesterMD: Detecting M2 MCA #clot on 🧠CTA is challenging (esp. for a new #radres) vascular supply ⬇️:

Sup division ➡️ Anterior to…",https://twitter.com/147356379/status/1434623442049974276,2021-09-05T21:04:17.000Z,147356379,51,0,0,0,@PeteFiesterMD,"#clot, #radres",
1434622917179023374,RT @mediaireAI: #mdbrain helps #radiologists to detect #dementia early and recognize atrophy patterns by precise quantitative analysis of #…,https://twitter.com/846780847374192640/status/1434622917179023374,2021-09-05T21:02:12.000Z,846780847374192640,3,0,0,0,@mediaireAI,"#mdbrain, #radiologists, #dementia",
1434622592086724608,"RT @PeteFiesterMD: Detecting M2 MCA #clot on 🧠CTA is challenging (esp. for a new #radres) vascular supply ⬇️:

Sup division ➡️ Anterior to…",https://twitter.com/89980241/status/1434622592086724608,2021-09-05T21:00:54.000Z,89980241,51,0,0,0,@PeteFiesterMD,"#clot, #radres",
1434622053001355268,"RT @BrentWeinberg: Are you a #radres or #Medstudent who finds temporal bone CT intimidating? Check out this great video from Katie Bailey,…",https://twitter.com/2323439713/status/1434622053001355268,2021-09-05T20:58:46.000Z,2323439713,7,0,0,0,@BrentWeinberg,"#radres, #Medstudent",
1434619898886492164,RT @My_MedSchool: #radiology #xray #radiologia #medicine #radiologist #medical #mri #radtech #radiologytech #xraytech #doctor #healthcare #…,https://twitter.com/1361893354393522177/status/1434619898886492164,2021-09-05T20:50:12.000Z,1361893354393522177,1,0,0,0,@My_MedSchool,"#radiology, #xray, #radiologia, #medicine, #radiologist, #medical, #mri, #radtech, #radiologytech, #xraytech, #doctor, #healthcare",
1434619483822465034,Dr. Aruna Seneviratne and our #radiology partner Dr. Carlos Benitez stopped to take a selfie while enjoying another day working at the #USOpen! #Orthopedics #SportsMedicine https://t.co/J7kgoF3WYz,https://twitter.com/2350294339/status/1434619483822465034,2021-09-05T20:48:33.000Z,2350294339,0,0,2,0,,"#radiology, #USOpen, #Orthopedics, #SportsMedicine",https://pbs.twimg.com/media/E-jK0EOXIAEcYXw.jpg
1434619283779293187,"RT @PeteFiesterMD: Detecting M2 MCA #clot on 🧠CTA is challenging (esp. for a new #radres) vascular supply ⬇️:

Sup division ➡️ Anterior to…",https://twitter.com/1375544890822656000/status/1434619283779293187,2021-09-05T20:47:45.000Z,1375544890822656000,51,0,0,0,@PeteFiesterMD,"#clot, #radres",
1434618892048080899,"RT @PeteFiesterMD: Detecting M2 MCA #clot on 🧠CTA is challenging (esp. for a new #radres) vascular supply ⬇️:

Sup division ➡️ Anterior to…",https://twitter.com/1054348494515986432/status/1434618892048080899,2021-09-05T20:46:12.000Z,1054348494515986432,51,0,0,0,@PeteFiesterMD,"#clot, #radres",
1434616095713935360,What can cause extra-axial lesion? https://t.co/2lfv6wBnME #radiology #FOAMed #diagnosis https://t.co/2nXTnmHdtd,https://twitter.com/558114487/status/1434616095713935360,2021-09-05T20:35:05.000Z,558114487,0,0,1,0,,"#radiology, #FOAMed, #diagnosis",https://pbs.twimg.com/media/E-jHvJ6VUAAvkOS.png
1434615497757237254,Pre-procedure planning 🎯 #IRad #MIIP #SoMe4IR #withoutascalpel https://t.co/fw4mplPqyj,https://twitter.com/102164146/status/1434615497757237254,2021-09-05T20:32:43.000Z,102164146,0,0,1,0,,"#IRad, #MIIP, #SoMe4IR, #withoutascalpel",
1434614516227190790,"RT @EssentialsMri: 2 days after patellar dislocation. The osteochondral defect can be easily missed (especially in T2), as it is filled by…",https://twitter.com/2837038436/status/1434614516227190790,2021-09-05T20:28:49.000Z,2837038436,10,0,0,0,@EssentialsMri,,
1434614409742241796,"Detecting M2 MCA #clot on 🧠CTA is challenging (esp. for a new #radres) vascular supply ⬇️:

Sup division ➡️ Anterior to sylvian fissure

Inf division ➡️ Posterior to sylvian fissure

Its a CTA⏳saver when +EIC

#FOAMrad #FOAMED #neurology #neurotwitter #stroke #MedEd #medtwitter https://t.co/tFRYtZ11aa",https://twitter.com/2858720910/status/1434614409742241796,2021-09-05T20:28:23.000Z,2858720910,51,0,196,2,,"#clot, #radres, #FOAMrad, #FOAMED, #neurology, #neurotwitter, #stroke, #MedEd, #medtwitter","https://pbs.twimg.com/media/E-jGMlZXMAYPBrv.jpg, https://pbs.twimg.com/media/E-jGM4hWUAwgAhC.jpg, https://pbs.twimg.com/media/E-jGNASXMAELBdJ.jpg"
1434610127991148552,"RT @ADscientificind: El Salvador Scientist and University Rankings 2021
https://t.co/XBtL7aWToL
#bestuniversities #topuniversities #top100…",https://twitter.com/1017523762575659009/status/1434610127991148552,2021-09-05T20:11:22.000Z,1017523762575659009,1,0,0,0,@ADscientificind,"#bestuniversities, #topuniversities, #top100",
1434609906167001107,"El Salvador Scientist and University Rankings 2021
https://t.co/XBtL7aWToL
#bestuniversities #topuniversities #top100 #ranking #universities #TopRanking #UniversityRankings #scientists #NewScientist #sciencenewspaper #elsalvador #EvangélicElSalvador #Radiology #Anatomy https://t.co/Rqr5L7HcZM",https://twitter.com/1396131900889210884/status/1434609906167001107,2021-09-05T20:10:30.000Z,1396131900889210884,1,0,0,0,,"#bestuniversities, #topuniversities, #top100, #ranking, #universities, #TopRanking, #UniversityRankings, #scientists, #NewScientist, #sciencenewspaper, #elsalvador, #EvangélicElSalvador, #Radiology, #Anatomy",https://pbs.twimg.com/media/E-jBBD5WQAE1d_n.jpg
1434608782122930178,RT @OHSUradchiefs: Friday Night Happy Hour with OHSU #Radiology! Meet the #residency program directors! RSVP for meeting link to eastmank@o…,https://twitter.com/1396550476775268354/status/1434608782122930178,2021-09-05T20:06:02.000Z,1396550476775268354,1,0,0,0,@OHSUradchiefs,"#Radiology, #residency",
1434607661224431617,RT @BJR_Radiology: Differentiation between endometriosis-associated ovarian cancers and non- endometriosis-associated ovarian cancers based…,https://twitter.com/986012631352987648/status/1434607661224431617,2021-09-05T20:01:34.000Z,986012631352987648,6,0,0,0,@BJR_Radiology,,
1434607473521053698,RT @BJR_Radiology: Differentiation between endometriosis-associated ovarian cancers and non- endometriosis-associated ovarian cancers based…,https://twitter.com/1433594569321496583/status/1434607473521053698,2021-09-05T20:00:50.000Z,1433594569321496583,6,0,0,0,@BJR_Radiology,,
1434607269048631300,"Differentiation between endometriosis-associated ovarian cancers and non- endometriosis-associated ovarian cancers based on magnetic resonance imaging
https://t.co/lnuvwBJRBj
#Radiology #obgyntwitter #MRI https://t.co/GMpipT0j9R",https://twitter.com/2474090112/status/1434607269048631300,2021-09-05T20:00:01.000Z,2474090112,6,0,16,1,,"#Radiology, #obgyntwitter, #MRI",https://pbs.twimg.com/media/E9oxim_WYAMCABd.png
1434606727954055177,"RT @RSNA: Imaging-based spirometry has the potential to provide additional, functional information compared to other techniques. A study in…",https://twitter.com/4727554899/status/1434606727954055177,2021-09-05T19:57:52.000Z,4727554899,4,0,0,0,@RSNA,,
1434606545459896321,"RT @tabby_kennedy: Don't know where to start when looking at a temporal bone CT? This infographic walks you through my search pattern.

Int…",https://twitter.com/14880132/status/1434606545459896321,2021-09-05T19:57:08.000Z,14880132,149,0,0,0,@tabby_kennedy,,
1434606298700648448,"RT @tabby_kennedy: Don't know where to start when looking at a temporal bone CT? This infographic walks you through my search pattern.

Int…",https://twitter.com/1370462096924770308/status/1434606298700648448,2021-09-05T19:56:09.000Z,1370462096924770308,149,0,0,0,@tabby_kennedy,,
1434606064742412288,"RT @tabby_kennedy: Don't know where to start when looking at a temporal bone CT? This infographic walks you through my search pattern.

Int…",https://twitter.com/621786679/status/1434606064742412288,2021-09-05T19:55:14.000Z,621786679,149,0,0,0,@tabby_kennedy,,
1434602840048246785,RT @TLHM_MD: #RT - 4D of AVR 🫀 From @ctisus #radiology #yesCCT @Arzanauskaite @MGibreel1 @cagdastpl @LaurenGroner @selenbayrakMD @erica_tir…,https://twitter.com/428710243/status/1434602840048246785,2021-09-05T19:42:25.000Z,428710243,3,0,0,0,"@TLHM_MD, @ctisus, @Arzanauskaite, @MGibreel1, @cagdastpl, @LaurenGroner, @selenbayrakMD","#RT, #radiology, #yesCCT",
1434602524607188997,"RT @EssentialsMri: 2 days after patellar dislocation. The osteochondral defect can be easily missed (especially in T2), as it is filled by…",https://twitter.com/1139039151599362049/status/1434602524607188997,2021-09-05T19:41:10.000Z,1139039151599362049,10,0,0,0,@EssentialsMri,,
1434602452679069697,"RT @tabby_kennedy: Don't know where to start when looking at a temporal bone CT? This infographic walks you through my search pattern.

Int…",https://twitter.com/1236335797378392064/status/1434602452679069697,2021-09-05T19:40:53.000Z,1236335797378392064,149,0,0,0,@tabby_kennedy,,
1434601969084153857,"RT @The_ASSR: .@The_ASSR Research Grant application is open! Funding to advance the understanding, dianosis, &amp; treatment of spine pathology…",https://twitter.com/3215418437/status/1434601969084153857,2021-09-05T19:38:57.000Z,3215418437,3,0,0,0,"@The_ASSR, @The_ASSR",,
1434601209843920902,"RT @pedsimaging: Approach to the DDX of pelvic mass:
- Ultrasound should be used to determine the organ of origin
- Always check the renal…",https://twitter.com/1194677160235151360/status/1434601209843920902,2021-09-05T19:35:56.000Z,1194677160235151360,6,0,0,0,@pedsimaging,,
1434601160481124354,"RT @EssentialsMri: 2 days after patellar dislocation. The osteochondral defect can be easily missed (especially in T2), as it is filled by…",https://twitter.com/420615902/status/1434601160481124354,2021-09-05T19:35:44.000Z,420615902,10,0,0,0,@EssentialsMri,,
1434600418382913536,RT @ahmed_kamel_ir: Enjoying our NEW IR clinic on the 15th floor of the UT physicians building. Great space and location #patientcare #mini…,https://twitter.com/1146496317788741633/status/1434600418382913536,2021-09-05T19:32:47.000Z,1146496317788741633,3,0,0,0,@ahmed_kamel_ir,#patientcare,
1434600336350658561,"RT @EssentialsMri: 2 days after patellar dislocation. The osteochondral defect can be easily missed (especially in T2), as it is filled by…",https://twitter.com/1375290831775571970/status/1434600336350658561,2021-09-05T19:32:28.000Z,1375290831775571970,10,0,0,0,@EssentialsMri,,
1434599741980020743,Friday Night Happy Hour with OHSU #Radiology! Meet the #residency program directors! RSVP for meeting link to eastmank@ohsu.edu. Friday 9/10 5:15pm PST @dotter_IR #futureradres #radres #Match2022 #radprograms @OHSURadiology @OHSUSOM @neurokinghippo https://t.co/QFv9K3WQWN,https://twitter.com/1123420902304043009/status/1434599741980020743,2021-09-05T19:30:06.000Z,1123420902304043009,1,0,1,0,"@dotter_IR, @OHSURadiology, @OHSUSOM, @neurokinghippo","#Radiology, #residency, #futureradres, #radres, #Match2022, #radprograms",https://pbs.twimg.com/media/E-i43QPXEAQ4eWy.jpg
1434598202959753220,"Interested in a job in #Harvey, IL? This could be a great fit: https://t.co/HjbTyMRtfM #radiology",https://twitter.com/1114265593744588806/status/1434598202959753220,2021-09-05T19:23:59.000Z,1114265593744588806,0,0,0,0,,"#Harvey, #radiology",
1434596242391289863,RT @SIRspecialists: The @WomenIRads Champion Award is presented annually to recognize an individual who has consistently made a significant…,https://twitter.com/749608388313616384/status/1434596242391289863,2021-09-05T19:16:12.000Z,749608388313616384,3,0,0,0,"@SIRspecialists, @womenirads",,
1434595270550081540,"2 days after patellar dislocation. The osteochondral defect can be easily missed (especially in T2), as it is filled by a blood clot (arrowheads). T2 FS better shows the lower signal and a small rim of fluid. Arrow: Osteochondral fragment.
#mskrad #orthotwitter #radres #radiology https://t.co/Uv2yRMQDS2",https://twitter.com/1201966096145879041/status/1434595270550081540,2021-09-05T19:12:20.000Z,1201966096145879041,10,0,40,0,,"#mskrad, #orthotwitter, #radres, #radiology",https://pbs.twimg.com/media/E-izEfzXEAI_6OP.jpg
1434594692692430849,"🖍️As far as #radiology is concerned, there is really no limit to what can be achieved in terms of improved #workflow, increased productivity and better output.
READ MORE ➡️ https://t.co/OEl4vEeh1o

📌@agfahealthcare_ #EnterpriseImaging #EnterpriseImagingCommunity #AI",https://twitter.com/499643239/status/1434594692692430849,2021-09-05T19:10:02.000Z,499643239,0,0,0,0,@agfahealthcare_,"#radiology, #workflow, #EnterpriseImaging, #EnterpriseImagingCommunity, #AI",
1434593524104716288,RT @Radiology_AI: Are modern-day GANs similar to medieval alchemy? https://t.co/Pon5Jn6oX0 @JanFritzMSK @PaulYiMD @nyu_mskrad #MSKRad #AI #…,https://twitter.com/1291449051460677632/status/1434593524104716288,2021-09-05T19:05:24.000Z,1291449051460677632,6,0,0,0,"@Radiology_AI, @JanFritzMSK, @PaulYiMD, @nyu_mskrad","#MSKRad, #AI",
1434593438897373187,An algorithm was developed to detect abnormalities on brain #MRI https://t.co/a8iLX8tXe5 @BernardoBizzo @leonardovedolin @egasparetto #NeuroRad #ML #MachineLearning https://t.co/f98SsBwWuj,https://twitter.com/1060535823173644290/status/1434593438897373187,2021-09-05T19:05:03.000Z,1060535823173644290,1,0,4,0,"@BernardoBizzo, @leonardovedolin, @egasparetto","#MRI, #NeuroRad, #ML, #MachineLearning",https://pbs.twimg.com/media/E-izIXpVUAAYzpx.png
1434593334698274823,"RT @tabby_kennedy: Don't know where to start when looking at a temporal bone CT? This infographic walks you through my search pattern.

Int…",https://twitter.com/1413509654949285892/status/1434593334698274823,2021-09-05T19:04:39.000Z,1413509654949285892,149,0,0,0,@tabby_kennedy,,
1434592928815591424,RT @bspr2021: @RCRadiologists @SCoRMembers @SCoRScotland @_the_SRT #pedsrad #radiology #radiography #Pediatrics https://t.co/Nt55Mubk5X,https://twitter.com/1054348494515986432/status/1434592928815591424,2021-09-05T19:03:02.000Z,1054348494515986432,3,0,0,0,"@bspr2021, @RCRadiologists, @SCoRMembers, @SCoRScotland, @_the_SRT","#pedsrad, #radiology, #radiography, #Pediatrics",https://pbs.twimg.com/media/E-hzYQjXEAIQIA7.jpg
1434592283681337346,RT @bspr2021: @RCRadiologists @SCoRMembers @SCoRScotland @_the_SRT #pedsrad #radiology #radiography #Pediatrics https://t.co/Nt55Mubk5X,https://twitter.com/1707688116/status/1434592283681337346,2021-09-05T19:00:28.000Z,1707688116,3,0,0,0,"@bspr2021, @RCRadiologists, @SCoRMembers, @SCoRScotland, @_the_SRT","#pedsrad, #radiology, #radiography, #Pediatrics",https://pbs.twimg.com/media/E-hzYQjXEAIQIA7.jpg
1434592085227671552,"RT @Saif_Ryalat: Quantifying optic nerve fiber thickness through MRI

Our novel methodology using #opensource #Fiji software using #MRI 
A…",https://twitter.com/1344383880363610113/status/1434592085227671552,2021-09-05T18:59:41.000Z,1344383880363610113,5,0,0,0,@Saif_Ryalat,"#opensource, #Fiji, #MRI",
1434592083734577161,"RT @Saif_Ryalat: Quantifying optic nerve fiber thickness through MRI

Our novel methodology using #opensource #Fiji software using #MRI 
A…",https://twitter.com/1348558873636921349/status/1434592083734577161,2021-09-05T18:59:40.000Z,1348558873636921349,5,0,0,0,@Saif_Ryalat,"#opensource, #Fiji, #MRI",
1434592060594589696,"Quantifying optic nerve fiber thickness through MRI

Our novel methodology using #opensource #Fiji software using #MRI 
A #Radiology and #Ophthalmology collaborative project.

Full text at @JoVEJournal  
https://t.co/hxGTCTfyeu https://t.co/BKtrQETwKf",https://twitter.com/471191701/status/1434592060594589696,2021-09-05T18:59:35.000Z,471191701,5,0,7,0,@JoVEJournal,"#opensource, #Fiji, #MRI, #Radiology, #Ophthalmology",https://pbs.twimg.com/media/E-ix2WlXIAEqAdP.jpg
1434592030739599368,"RT @EMiddlebrooksMD: Patients with prominent hippocampal dentation are subject to volume averaging even in high res 3T COR T2, as in this c…",https://twitter.com/903937681/status/1434592030739599368,2021-09-05T18:59:28.000Z,903937681,8,0,0,0,@EMiddlebrooksMD,,
1434591679441358850,"HCA Houston Healthcare Conroe is looking for teammates like you. See our latest Medical General job openings, including ""Radiology Technologist"", via the link in our bio. #radiology #Medtech",https://twitter.com/21568228/status/1434591679441358850,2021-09-05T18:58:04.000Z,21568228,0,0,1,0,,"#radiology, #Medtech",
1434591591902027778,"At Emerus we pride ourselves on providing Patient Care like Family and that all starts with YOU! We are building a special kind of health care company. Are you ready to join us at Dignity Health St. Rose Dominican in #NorthLasVegas, NV? https://t.co/iGDfq6HVsg #radiology",https://twitter.com/803258279392645121/status/1434591591902027778,2021-09-05T18:57:43.000Z,803258279392645121,0,0,0,0,,"#NorthLasVegas, #radiology",
1434590523696861191,"@sethmhardy @BroyleTim @sboltonmd @ExitACR @RadiologyACR @KurtSchoppe @AgnesSolberg @AmyKotsenas @ericrubinmd @andykmoriarity @danortizmd @NULall @FleishonMD @DrGMcGinty @RichDuszak @Jim_Rawson_MD @alexnorbash @JBelloMD @ScottTruhlar @suzchongmd @GaurangShahMD @bodyradgal @cmtomblinson @TirathPatelMD @angiowoman @CrummyMD @MaryMahoneyMD @mmahesh1 @LoriDeitte @AKrishnarajMD @larson_david_b @TajKatt @drmoneymatters @WBrinjikji @yashaguptamd @RadRural Is it due to being reactive versus proactive? 

Or leadership not realizing that 80% of the work is done in community and not AMC? #radiology",https://twitter.com/50200233/status/1434590523696861191,2021-09-05T18:53:28.000Z,50200233,0,1,1,0,"@sethmhardy, @BroyleTim, @sboltonmd, @ExitACR, @RadiologyACR, @KurtSchoppe, @AgnesSolberg, @AmyKotsenas, @ericrubinmd, @andykmoriarity, @danortizmd, @NULall, @FleishonMD, @DrGMcGinty, @RichDuszak, @Jim_Rawson_MD, @alexnorbash, @JBelloMD, @ScottTruhlar, @suzchongmd, @GaurangShahMD, @bodyradgal, @cmtomblinson, @TirathPatelMD, @angiowoman, @CrummyMD, @MaryMahoneyMD, @mmahesh1, @LoriDeitte, @AKrishnarajMD, @larson_david_b, @TajKatt, @drmoneymatters, @WBrinjikji, @yashaguptamd, @RadRural",#radiology,
1434589840989986817,RT @ajgunnmd: Same-day mapping and treatment of a large colorectal #cancer metastasis with Y90 by interventional radiology (#IRad). This pr…,https://twitter.com/50200233/status/1434589840989986817,2021-09-05T18:50:46.000Z,50200233,5,0,0,0,@ajgunnmd,"#cancer, #IRad",
1434589823151529985,RT @ajgunnmd: @keithppereira @SirtexMedical @AustinBourgeois @AbhiKumar47 @MRAkid @DaveJohnsonMD @bonesz @brianchiong @GESTSymposium @Cance…,https://twitter.com/50200233/status/1434589823151529985,2021-09-05T18:50:41.000Z,50200233,1,0,0,0,"@ajgunnmd, @keithppereira, @SirtexMedical, @AustinBourgeois, @AbhiKumar47, @MRAkid, @DaveJohnsonMD, @bonesz, @brianchiong, @GESTSymposium",,
